query_idx,recall@10,mrr@10,ndcg@10
0,0.2892090985043642,0.27808894930808914,0.23847586534117893
1,0.44657026637350167,0.41993627264625,0.42722003239184364
2,0.31359885688960376,0.300303137608184,0.24408185157564455
3,0.6947520019755931,0.6618652507698408,0.5992800892738608
4,0.35120478108603703,0.3492982161564452,0.26113641477783234
5,0.5044149935243615,0.519968402481808,0.45048080786386463
6,0.4119288328528495,0.4421012518732547,0.38620608476492685
7,0.22334881973291004,0.26106136230755805,0.2093766921858328
8,0.40116521247667514,0.3851508233104172,0.3208065054332392
9,0.24973578407364141,0.2880433804039471,0.23173756341957363
10,0.33600496989986445,0.3159849605136128,0.2810730344537764
11,0.45191171720132584,0.4949237997073607,0.4162428237700973
12,0.5792890439769566,0.5007554642711763,0.46070363698281497
13,0.3947386020877988,0.39196755396546845,0.327660180419355
14,0.5949921591022351,0.5941696808824922,0.5437361072059395
15,0.18615053499754103,0.18721518634349052,0.09613027166312513
16,0.20582532605676132,0.19140591330997814,0.1608549099471741
17,0.6131255189351712,0.6304498609644955,0.5570495501686064
18,0.12122157026633507,0.13799143888247656,0.062123671330369
19,0.2312848571770436,0.31135137495701926,0.20572328673056378
20,0.29302724424811916,0.33867503663760334,0.27045091398162674
21,0.4512002425455738,0.40106601601720104,0.338436504805553
22,0.38859182036871687,0.34177160063931467,0.29385506961908575
23,0.4248203255173997,0.3781915859187132,0.42931911446409393
24,1.0,1.0,0.9605666681180489
25,0.6167773429794077,0.6599422735254241,0.5829257101844738
26,0.2582166318587169,0.2904059427664572,0.1649019883895761
27,0.29617701397156354,0.3218955181266313,0.2761275315136213
28,0.5744428222012017,0.5532629884632974,0.5004618036200874
29,0.404449051676908,0.4493097318843027,0.3521788547384322
30,0.17651357954445518,0.13291621917766988,0.052195389274724446
31,0.5736643073215759,0.5840792185762471,0.5191996801024699
32,0.38589743935159543,0.372509036610224,0.33845941573177585
33,0.34110352519583914,0.29264957171808836,0.2586231708753994
34,0.4688641890617138,0.4513941274273688,0.4049014780105126
35,0.39330531689635084,0.4460096502751075,0.37365463865480103
36,0.4447646108583905,0.4244451938196112,0.34898523558934763
37,0.19286310422903083,0.17898764743492654,0.12670695532647847
38,0.4270724223847539,0.45866477847904186,0.3124664979775688
39,0.5102655346443642,0.4792245406040533,0.4234526253471746
40,0.5010612535612515,0.515467860313931,0.4393428165425198
41,0.5493354802163004,0.5706787598001175,0.5107344111696688
42,0.026641693952396184,0.0,0.0
43,0.28295453233263823,0.22874479400716202,0.17401278985051183
44,0.5877015960454517,0.5784424588230759,0.526046133752023
45,0.4705539137830299,0.47887273094246763,0.41739743588355827
46,0.3569264662055456,0.3309769430788807,0.24912541902640817
47,0.33054861263848745,0.40496287322103436,0.24611267613821014
48,0.5282665873823615,0.5797292198036101,0.47790456893276395
49,0.44867390399339546,0.4561209844741902,0.3545726593619725
50,0.4628694517087679,0.4910172902101675,0.39911476256199957
51,0.5520191072921643,0.5248942694821925,0.5079328874874176
52,0.4965472078046561,0.4187275903011563,0.3903453595670049
53,0.3886922101481559,0.39746385086908076,0.3576428870741812
54,0.7924109627894729,0.7637395721188149,0.7524625204332156
55,0.6328425174238239,0.6180473543072502,0.5358881908102495
56,0.4114057603312834,0.37890806971838,0.31372743514741536
57,1.0,1.0,0.9674313359178226
58,0.304330398242434,0.34350935487172884,0.2474636887991472
59,0.32337238072852287,0.32673614513023064,0.26776073394364447
60,0.4155631229676225,0.4633636394900008,0.3730981086439823
61,0.4592065013387916,0.4709652277283094,0.3840238502059397
62,0.47608195106918827,0.5031411100197646,0.4009139140344942
63,0.25142552531732265,0.2660867234475094,0.151246652152259
64,0.29004987489928835,0.3140663763922353,0.21960592669635115
65,0.4252257237350215,0.4703993654454693,0.3557965559541882
66,0.481549487524369,0.493086630737294,0.4100012950296027
67,0.5752218781242846,0.5698625324042498,0.43336955881212524
68,0.9237351797025831,0.9128075771816258,0.905500079852152
69,0.16803697322923863,0.16816449046624066,0.14774710791514784
70,0.23705958871969635,0.22942115335448798,0.15973479852723343
71,0.273485393863785,0.27837524399673785,0.19158617930763353
72,0.5710122576413375,0.5954616160063091,0.5444226577981297
73,0.27304535663739293,0.3721573556380126,0.3087961174681731
74,0.2686358348604117,0.2888008932900121,0.21680458747432557
75,0.4634217182684772,0.4465695111658119,0.3888876548197246
76,0.47376521399674265,0.5390156610813992,0.45783879204768624
77,0.39638004880682876,0.5039080863279055,0.43725308826472425
78,0.5540198692352882,0.5424725605331305,0.5301873789691673
79,0.5573588047200058,0.5327552752590605,0.48949566480037826
80,0.31962436731867017,0.3065826615526884,0.23772117630586437
81,0.310091180423835,0.2950789943173156,0.21783503801579301
82,0.47822367450837505,0.47924950299175995,0.41954567951654254
83,0.24623809380709255,0.274235916159315,0.20126360144475083
84,0.3733497000374254,0.3824577128058718,0.2705591501087341
85,0.14880884210444395,0.18098289275030963,0.06088809809178586
86,0.3022451992915004,0.28018070301053,0.20425499241462777
87,0.17499300594128311,0.14900209427499578,0.10777476163964078
88,0.6862628735677829,0.628757313957388,0.5549542507122533
89,0.5910742596672158,0.5390065634514063,0.4930189265541867
90,0.2503926403115617,0.27750872914062685,0.152044633559162
91,0.5869225358836904,0.5734645687576672,0.4791164059109983
92,0.3319727395193699,0.33677671240450086,0.24313455455360045
93,0.34182783722606863,0.3710658192363469,0.3250767762903945
94,0.1493153007246923,0.11505137832575651,0.06342192164991367
95,0.45853825216554117,0.476398180405111,0.3830979389316454
96,0.18423816802530177,0.23656115522821178,0.12829635415204343
97,0.2714435157240015,0.26349039981297007,0.1443535190160468
98,0.4521837606660474,0.4974978551524461,0.44439430928809204
99,0.422703348140758,0.43458458469599215,0.3346721601686291
100,0.4191268877957432,0.40633001794938994,0.3326032869443812
101,0.5383461553346843,0.5744440647890194,0.4856708284720557
102,0.5039815612565215,0.47686265157090163,0.4032237205146398
103,0.13116633934527777,0.1628963485446135,0.09215013769932492
104,0.44712838928189924,0.46476464064883605,0.3947340343665914
105,0.061561570161139,0.05840287996678434,0.0
106,0.2918809910303264,0.37417099682946203,0.27824280934347345
107,0.33456997444444275,0.3488849936926602,0.2935030243682188
108,0.3281923098032179,0.33000510594958865,0.24412873406279167
109,0.3069824305219418,0.38257348570524674,0.30511031359722607
110,0.29536151412228095,0.27394948318426376,0.17512036045690016
111,0.3564423273330678,0.39227675056160954,0.3092367213924077
112,0.44250480049538016,0.39838403811836287,0.3353808488653608
113,0.4982244890822207,0.5440224401338881,0.4455276094607188
114,0.5414609035257792,0.5681063798399806,0.468464720748407
115,0.19337422908809335,0.1878714962320205,0.13082963486478213
116,0.3440690036430978,0.3251279272483275,0.2859268064592526
117,0.2728969275225113,0.28175535634281346,0.21036537288983465
118,0.5186382401438354,0.5593189965590536,0.4809088985386389
119,0.5667068013354417,0.6699020653569648,0.566367467620386
120,0.4012833542523588,0.4374507497927482,0.3677828557950476
121,0.11748414292799358,0.14954598122611312,0.08631447657015645
122,0.29118422616110684,0.32141750170634803,0.21184378568963302
123,0.22947150871912497,0.20609950965535534,0.16321681281284764
124,0.5787676688788193,0.580243597168275,0.5216938912140441
125,0.2391772397754505,0.23186173576035313,0.15040296191347466
126,0.5723667637511815,0.5810827737595907,0.501891012926923
