query_idx,recall@10,mrr@10,ndcg@10
0,0.9098720671741498,0.6779568964006923,0.7085762391786717
1,0.8249529380660418,0.5931097188887078,0.6454065393395585
2,0.6201963889508461,0.38786643599606785,0.43212663679045277
3,0.6849861702517043,0.445046101601291,0.518276469649788
4,0.7168107563445891,0.5094649814552538,0.5485347266328445
5,0.6780578991045964,0.47822580744058746,0.5208450165532647
6,0.7876837988289167,0.6180663305166161,0.6609288642630665
7,1.0,0.9318202303841301,0.9827275476423157
8,1.0,0.8941539212648824,0.9368373041563469
9,0.6367603783397424,0.424084560697774,0.5034820232765576
10,0.6144337544745142,0.38799554675674625,0.43194550808154913
11,0.5857264682639962,0.45802082259615284,0.4513578536971388
12,0.63481078567015,0.4490052370673183,0.5133419265478303
13,0.8504043255472711,0.6656689787250731,0.7292820868284232
14,0.6219473749986199,0.4271672918430172,0.4732904405254622
15,0.9758579373463915,0.7575829229708135,0.8017458586551499
16,0.7681378029906513,0.5583303095742342,0.6132626873214406
17,0.6516872431049598,0.4396037181308337,0.47721209700609324
18,0.7948392432780842,0.6413453702271669,0.686674464755627
19,1.0,0.8116611973574166,0.8376476328119719
20,0.8011980441469744,0.5841772534255216,0.592989307656759
21,0.8629334309972484,0.7060904983893983,0.7416604161117123
22,0.9428397763970544,0.7032659302136454,0.8242168512685548
23,0.8478736818802898,0.6269379123592304,0.6916426989334316
24,0.9158420132997116,0.7242752038689821,0.8067416965310993
25,0.9290495234786198,0.6461867816138429,0.6921666674996817
26,0.6404945806158713,0.4155417263179786,0.5087495544939333
27,0.8476822333973648,0.6606291742113044,0.665484944092714
28,1.0,0.7787372753028712,0.8969668258347645
29,0.9786314261989258,0.7949916164588935,0.8073217297086318
30,0.8882118571079199,0.7134148063933912,0.7449794895372479
31,0.7192770752625471,0.5500620059510151,0.5869713713852135
32,0.8981665812215283,0.7017818523005487,0.7400820174571816
33,0.7732542599741256,0.6032926191444916,0.6251267549260404
34,0.892940132167696,0.6699896892829329,0.7256226506759403
35,1.0,0.891541765702486,0.9359861898019046
36,0.8483654935879148,0.6271893315876835,0.646746755676332
37,0.8564407605147385,0.6744321960508104,0.7283774091465863
38,0.6993316730707098,0.48552423060102895,0.4759572549035922
