query_idx,recall@10,mrr@10,ndcg@10
0,0.5527498968116753,0.5737957960556186,0.524274873639107
1,0.45534794931289724,0.4170521584580649,0.40517547742752846
2,0.5454958120014932,0.5479210091352331,0.4572133262594864
3,0.38593360434295315,0.37774490397541943,0.3143548285566301
4,0.774025182200757,0.7451497217496814,0.7326548445211841
5,0.2940647662992031,0.3547672267984207,0.2543989563452377
6,0.5923719801137288,0.5563112690010685,0.5361720699710845
7,0.30600829610125385,0.28722876499232575,0.25734176210765813
8,0.7146133534086334,0.7585087594940397,0.6477453445176493
9,0.38675308814538173,0.3827452348451113,0.3539318043856586
10,0.3940307853149394,0.35601449287685344,0.29734079932983803
11,0.631758910250042,0.6249152819149637,0.5727067730373443
12,0.6157117788166913,0.6339342768540808,0.5577976986303215
13,0.10200693340847294,0.08652195209230229,0.02132266123284432
14,0.29082611029561645,0.25934274055395284,0.1650157194109198
15,0.27056423433891597,0.2412338220768569,0.2735702188862831
16,0.5723463719649498,0.5488570580496275,0.48113202818346
17,0.5031996381409237,0.5133922047777082,0.4378209035344109
18,0.4322574412937443,0.43072890537352154,0.33469444793680225
19,0.04982679202931212,0.08816330933404293,0.0309940166212051
20,0.08422504834565503,0.05695872534660801,0.015301779433957774
21,0.3885696558261343,0.36028158193929255,0.31851631036642813
22,0.09816457711833337,0.09514856395643934,0.03171252300645666
23,0.3391659264800663,0.3327249812756816,0.3209040738635498
24,0.4802819016482585,0.4901159155462818,0.4296415747818156
25,0.2824012202560499,0.2743581037795615,0.23866739988373592
26,0.19774814739833796,0.24359175153940898,0.17551303572317373
27,0.13540377085957472,0.1564585531161355,0.05246047039727303
28,0.6841011176722909,0.6330014188515818,0.5641088050843269
29,0.4602168574475219,0.4498110118637673,0.46497316620431983
30,0.4579454113155353,0.5064169573908844,0.3816803673789479
31,0.27921572784597615,0.29188450607434907,0.20515408640650168
32,0.2503393330411598,0.23080038875688147,0.18085447616429265
33,0.5683031722553665,0.5368052766024178,0.475244618823853
34,0.3582930918384313,0.4174137978289097,0.3291344182207777
35,0.3817489117833635,0.3106820539730234,0.3132938636603383
36,0.4649941130617149,0.4711566971673702,0.4327827082951659
37,0.14871689391571208,0.17618339713109665,0.09295575944035317
38,0.5783605042031223,0.5791500789999027,0.5089266181081347
39,0.27678637303768316,0.2986280179291787,0.20035174452577145
40,0.30028957127331213,0.30929602464673717,0.28915133145706184
41,0.27543918871452366,0.29341547704938564,0.2080105990878135
42,0.5179046851735956,0.5180783687548381,0.40808409873538315
43,0.2723813326642855,0.2952648230235303,0.23311733975261656
44,0.3071742246583876,0.32439411142912555,0.26850311776135655
45,0.4214261064431707,0.4312133284740636,0.32042706684890643
46,0.22789170652748567,0.23233312283970836,0.14278452975377548
47,0.254123012033924,0.26084616818164774,0.1678933605567254
48,0.24391399792367263,0.28308740631524953,0.22518915189030925
49,0.5563469729306021,0.5471290453096407,0.5046927124426669
50,0.613894683276308,0.5820056253757704,0.5147514581454028
51,0.27954258232358525,0.31920996342823943,0.2296452237305573
52,0.43641867049745126,0.47783567927396153,0.3234304613412902
53,0.5282470614994389,0.5406043059754141,0.4632065738335699
54,0.44342781192383646,0.45637500485238064,0.4164126911110311
55,0.10525783146125162,0.09722059411336298,0.01285654375652312
56,0.5399753541951806,0.49915263939833704,0.4388919934471887
57,0.3044074893104222,0.28038472643377993,0.23767803756322764
58,0.5709696790369317,0.5650108908280556,0.4978073247855579
59,0.3893347841869559,0.3950137769325732,0.33417487692605885
60,0.5601863854724783,0.6123739376331876,0.5336769847040915
61,0.11039592924207309,0.09051743182147387,0.04885887198730127
62,0.441304537421802,0.4371350508638387,0.38369431271620186
63,0.4082259870844321,0.37017390455188875,0.2775853938315697
64,0.2296504460036402,0.21227880677891356,0.10894566714093057
65,0.42860207599439015,0.4155550445561491,0.35766168305548307
66,0.17924406189059897,0.15242955499317368,0.11963042696067983
67,0.4100090419252381,0.3961881359401697,0.3700215833516702
68,0.4989055939527615,0.4860578007512212,0.42198916244154333
69,0.6777638102720156,0.6326696644324852,0.5979434302871646
70,0.4725943453717806,0.4775835396667399,0.389440133176976
71,0.2068211495649367,0.20587315157680003,0.18927299702660547
72,0.21998310814243985,0.21702476692399886,0.12307207566119258
73,0.45710790850028504,0.45434689598170536,0.40742484353109015
74,0.4847140574317218,0.4825866588673648,0.36446030878306357
75,0.368951299170321,0.46579409642365865,0.3712056442011251
76,0.4777893090964529,0.5178136444100477,0.43944464954669593
77,0.6211884482587091,0.5615564954324974,0.5476410063843227
78,0.3802096661791844,0.33465711693027866,0.2714495399199431
79,0.6426578608944067,0.6173140688344572,0.574142066924479
80,0.39695266410479774,0.4194744903111307,0.38028155191698937
81,0.16687802062925655,0.22484336912886121,0.15853572510551728
82,0.19935601269707728,0.2391937593909964,0.18183382145476118
83,0.3693741945863255,0.3651541141430679,0.28879550924488023
